合约代码,时间数,时间,最新,成交量,成交额,持仓,增仓,买卖标识,买一价,卖一价,买一量,卖一量,最高价,最低价
IH2603,45961.39603009259,2025-10-31 09:30:17,3052.8,2.0,1831440.0,15538,0.0,1,3051.2,3054.0,4,3,3052.8,3052.8
IH2603,45961.39603009259,2025-10-31 09:30:17,3052.8,0.0,0.0,15538,0.0,0,3051.6,3052.4,1,3,3052.8,3052.8
IH2603,45961.39604166667,2025-10-31 09:30:18,3052.8,0.0,0.0,15538,0.0,0,3051.2,3052.0,1,1,3052.8,3052.8
IH2603,45961.39604166667,2025-10-31 09:30:18,3051.2,1.0,915360.0,15538,0.0,2,3049.6,3052.0,3,2,3051.2,3051.2
IH2603,45961.396053240744,2025-10-31 09:30:19,3051.2,0.0,0.0,15538,0.0,0,3050.2,3051.8,1,1,3051.2,3051.2
IH2603,45961.396053240744,2025-10-31 09:30:19,3051.2,0.0,0.0,15538,0.0,0,3050.0,3051.4,3,4,3051.2,3051.2
IH2603,45961.39606481481,2025-10-31 09:30:20,3050.0,1.0,915000.0,15537,-1.0,2,3049.4,3051.2,1,2,3050.0,3050.0
IH2603,45961.39606481481,2025-10-31 09:30:20,3050.0,0.0,0.0,15537,0.0,0,3049.4,3051.0,1,1,3050.0,3050.0
IH2603,45961.39607638889,2025-10-31 09:30:21,3050.0,0.0,0.0,15537,0.0,0,3049.4,3050.8,1,1,3050.0,3050.0
IH2603,45961.39607638889,2025-10-31 09:30:21,3049.4,1.0,914820.0,15537,0.0,2,3049.2,3050.6,1,3,3049.4,3049.4
IH2603,45961.39608796296,2025-10-31 09:30:22,3049.4,0.0,0.0,15537,0.0,0,3049.4,3050.4,1,1,3049.4,3049.4
IH2603,45961.39608796296,2025-10-31 09:30:22,3049.4,0.0,0.0,15537,0.0,0,3049.2,3050.4,1,1,3049.4,3049.4
IH2603,45961.396099537036,2025-10-31 09:30:23,3049.2,1.0,914760.0,15538,1.0,2,3048.2,3050.4,1,1,3049.2,3049.2
IH2603,45961.396099537036,2025-10-31 09:30:23,3049.2,0.0,0.0,15538,0.0,0,3048.4,3050.0,2,3,3049.2,3049.2
IH2603,45961.39611111111,2025-10-31 09:30:24,3049.2,0.0,0.0,15538,0.0,0,3048.6,3050.0,1,6,3049.2,3049.2
IH2603,45961.39611111111,2025-10-31 09:30:24,3050.4,7.0,6405120.0,15532,-6.0,1,3050.4,3051.0,3,1,3050.4,3050.4
IH2603,45961.39612268518,2025-10-31 09:30:25,3050.4,3.0,2745360.0,15529,-3.0,2,3048.6,3049.8,1,1,3050.4,3050.4
IH2603,45961.39612268518,2025-10-31 09:30:25,3048.8,7.0,6403740.0,15525,-4.0,1,3048.8,3050.4,1,1,3048.8,3048.8
IH2603,45961.39613425926,2025-10-31 09:30:26,3048.8,0.0,0.0,15525,0.0,0,3049.0,3050.2,1,1,3048.8,3048.8
IH2603,45961.39613425926,2025-10-31 09:30:26,3049.0,1.0,914700.0,15524,-1.0,2,3048.8,3050.2,1,1,3049.0,3049.0
IH2603,45961.396145833336,2025-10-31 09:30:27,3049.0,0.0,0.0,15524,0.0,0,3048.8,3050.0,1,1,3049.0,3049.0
IH2603,45961.396145833336,2025-10-31 09:30:27,3050.0,1.0,915000.0,15523,-1.0,1,3048.8,3050.2,1,1,3050.0,3050.0
IH2603,45961.396157407406,2025-10-31 09:30:28,3050.0,0.0,0.0,15523,0.0,0,3049.2,3050.0,2,1,3050.0,3050.0
IH2603,45961.396157407406,2025-10-31 09:30:28,3050.0,0.0,0.0,15523,0.0,0,3049.2,3049.8,1,1,3050.0,3050.0
IH2603,45961.39616898148,2025-10-31 09:30:29,3050.0,0.0,0.0,15523,0.0,0,3048.4,3049.8,1,1,3050.0,3050.0
IH2603,45961.39618055556,2025-10-31 09:30:30,3050.0,0.0,0.0,15523,0.0,0,3048.4,3049.8,1,2,3050.0,3050.0
IH2603,45961.39618055556,2025-10-31 09:30:30,3050.0,0.0,0.0,15523,0.0,0,3048.6,3049.8,1,2,3050.0,3050.0
IH2603,45961.39619212963,2025-10-31 09:30:31,3050.0,0.0,0.0,15523,0.0,0,3048.6,3049.8,1,3,3050.0,3050.0
IH2603,45961.39619212963,2025-10-31 09:30:31,3048.4,2.0,1829460.0,15521,-2.0,2,3048.2,3048.4,1,1,3048.4,3048.4
IH2603,45961.396203703705,2025-10-31 09:30:32,3049.6,4.0,3658440.0,15517,-4.0,1,3048.2,3049.8,1,2,3049.6,3049.6
IH2603,45961.396203703705,2025-10-31 09:30:32,3048.4,1.0,914520.0,15516,-1.0,1,3048.2,3049.2,1,1,3048.4,3048.4
IH2603,45961.396215277775,2025-10-31 09:30:33,3048.0,3.0,2743260.0,15515,-1.0,2,3047.0,3048.8,1,2,3048.0,3048.0
IH2603,45961.396215277775,2025-10-31 09:30:33,3048.0,0.0,0.0,15515,0.0,0,3047.0,3048.4,1,1,3048.0,3048.0
IH2603,45961.39622685185,2025-10-31 09:30:34,3048.0,0.0,0.0,15515,0.0,0,3047.2,3048.4,1,1,3048.0,3048.0
IH2603,45961.39623842593,2025-10-31 09:30:35,3048.0,0.0,0.0,15515,0.0,0,3047.0,3048.0,1,1,3048.0,3048.0
IH2603,45961.39625,2025-10-31 09:30:36,3048.0,0.0,0.0,15515,0.0,0,3047.0,3047.8,1,2,3048.0,3048.0
IH2603,45961.396261574075,2025-10-31 09:30:37,3048.0,0.0,0.0,15515,0.0,0,3047.0,3048.0,1,1,3048.0,3048.0
IH2603,45961.39627314815,2025-10-31 09:30:38,3048.0,0.0,0.0,15515,0.0,0,3047.2,3048.0,1,1,3048.0,3048.0
IH2603,45961.39627314815,2025-10-31 09:30:38,3048.0,1.0,914400.0,15516,1.0,1,3047.2,3048.4,1,1,3048.0,3048.0
IH2603,45961.39628472222,2025-10-31 09:30:39,3048.0,0.0,0.0,15516,0.0,0,3047.2,3048.2,1,1,3048.0,3048.0
IH2603,45961.3962962963,2025-10-31 09:30:40,3048.0,0.0,0.0,15516,0.0,0,3047.2,3048.2,1,2,3048.0,3048.0
IH2603,45961.3962962963,2025-10-31 09:30:40,3048.0,0.0,0.0,15516,0.0,0,3047.0,3048.2,1,2,3048.0,3048.0
IH2603,45961.39630787037,2025-10-31 09:30:41,3048.2,1.0,914460.0,15517,1.0,1,3047.0,3048.2,1,1,3048.2,3048.2
IH2603,45961.396319444444,2025-10-31 09:30:42,3047.0,1.0,914100.0,15516,-1.0,2,3046.0,3048.2,1,1,3047.0,3047.0
IH2603,45961.396319444444,2025-10-31 09:30:42,3047.0,0.0,0.0,15516,0.0,0,3046.6,3048.0,1,1,3047.0,3047.0
IH2603,45961.39633101852,2025-10-31 09:30:43,3047.8,1.0,914340.0,15515,-1.0,1,3046.8,3048.2,1,1,3047.8,3047.8
IH2603,45961.39633101852,2025-10-31 09:30:43,3048.2,1.0,914460.0,15514,-1.0,1,3047.0,3048.4,1,1,3048.2,3048.2
IH2603,45961.39634259259,2025-10-31 09:30:44,3048.2,0.0,0.0,15514,0.0,0,3047.2,3048.2,1,1,3048.2,3048.2
IH2603,45961.39634259259,2025-10-31 09:30:44,3047.2,1.0,914160.0,15513,-1.0,2,3047.0,3048.4,1,2,3047.2,3047.2
IH2603,45961.39635416667,2025-10-31 09:30:45,3047.2,0.0,0.0,15513,0.0,0,3047.2,3048.4,1,1,3047.2,3047.2
IH2603,45961.39635416667,2025-10-31 09:30:45,3047.2,0.0,0.0,15513,0.0,0,3047.2,3047.4,1,1,3047.2,3047.2
IH2603,45961.396365740744,2025-10-31 09:30:46,3047.4,1.0,914220.0,15512,-1.0,1,3046.6,3048.2,2,1,3047.4,3047.4
IH2603,45961.396365740744,2025-10-31 09:30:46,3047.4,0.0,0.0,15512,0.0,0,3046.8,3048.2,2,1,3047.4,3047.4
IH2603,45961.39637731481,2025-10-31 09:30:47,3047.4,0.0,0.0,15512,0.0,0,3046.8,3048.0,2,1,3047.4,3047.4
IH2603,45961.39638888889,2025-10-31 09:30:48,3047.4,0.0,0.0,15512,0.0,0,3046.8,3048.0,2,3,3047.4,3047.4
IH2603,45961.39638888889,2025-10-31 09:30:48,3047.8,2.0,1828380.0,15511,-1.0,1,3046.6,3047.8,3,3,3047.8,3047.8
IH2603,45961.39640046296,2025-10-31 09:30:49,3047.8,0.0,0.0,15511,0.0,0,3046.6,3047.8,3,2,3047.8,3047.8
IH2603,45961.39642361111,2025-10-31 09:30:51,3047.8,0.0,0.0,15511,0.0,0,3046.6,3047.6,3,1,3047.8,3047.8
IH2603,45961.39642361111,2025-10-31 09:30:51,3047.8,0.0,0.0,15511,0.0,0,3046.6,3047.6,3,2,3047.8,3047.8
IH2603,45961.39643518518,2025-10-31 09:30:52,3047.8,0.0,0.0,15511,0.0,0,3046.6,3047.6,3,1,3047.8,3047.8
IH2603,45961.39643518518,2025-10-31 09:30:52,3047.0,2.0,1828380.0,15510,-1.0,1,3046.8,3048.0,3,2,3047.0,3047.0
IH2603,45961.396458333336,2025-10-31 09:30:54,3048.0,6.0,5485380.0,15506,-4.0,1,3048.0,3048.4,3,1,3048.0,3048.0
IH2603,45961.396458333336,2025-10-31 09:30:54,3048.0,3.0,2743200.0,15504,-2.0,2,3046.8,3047.4,1,1,3048.0,3048.0
IH2603,45961.396469907406,2025-10-31 09:30:55,3047.0,3.0,2742360.0,15503,-1.0,1,3047.0,3048.0,1,5,3047.0,3047.0
IH2603,45961.396469907406,2025-10-31 09:30:55,3047.0,0.0,0.0,15503,0.0,0,3047.0,3047.8,1,3,3047.0,3047.0
IH2603,45961.39648148148,2025-10-31 09:30:56,3047.0,0.0,0.0,15503,0.0,0,3047.0,3047.8,1,1,3047.0,3047.0
IH2603,45961.39648148148,2025-10-31 09:30:56,3047.0,2.0,1828200.0,15501,-2.0,2,3046.6,3047.6,3,1,3047.0,3047.0
IH2603,45961.39649305555,2025-10-31 09:30:57,3047.0,0.0,0.0,15501,0.0,0,3046.8,3047.4,1,1,3047.0,3047.0
IH2603,45961.39650462963,2025-10-31 09:30:58,3046.6,2.0,1828020.0,15499,-2.0,2,3046.6,3047.4,2,1,3046.6,3046.6
IH2603,45961.39650462963,2025-10-31 09:30:58,3047.4,1.0,914220.0,15500,1.0,1,3046.6,3048.0,2,5,3047.4,3047.4
IH2603,45961.396516203706,2025-10-31 09:30:59,3047.4,0.0,0.0,15500,0.0,0,3046.8,3047.8,1,1,3047.4,3047.4
IH2603,45961.396516203706,2025-10-31 09:30:59,3047.6,1.0,914280.0,15500,0.0,1,3047.0,3048.0,1,2,3047.6,3047.6
IH2603,45961.396527777775,2025-10-31 09:31:00,3047.6,0.0,0.0,15500,0.0,0,3046.8,3048.0,1,2,3047.6,3047.6
IH2603,45961.396527777775,2025-10-31 09:31:00,3047.6,0.0,0.0,15500,0.0,0,3047.0,3048.0,2,2,3047.6,3047.6
IH2603,45961.39653935185,2025-10-31 09:31:01,3048.4,2.0,1828920.0,15498,-2.0,1,3047.0,3048.6,1,1,3048.4,3048.4
IH2603,45961.39653935185,2025-10-31 09:31:01,3048.4,0.0,0.0,15498,0.0,0,3047.2,3048.0,1,1,3048.4,3048.4
IH2603,45961.39655092593,2025-10-31 09:31:02,3048.4,0.0,0.0,15498,0.0,0,3047.0,3048.0,1,1,3048.4,3048.4
IH2603,45961.39655092593,2025-10-31 09:31:02,3048.4,0.0,0.0,15498,0.0,0,3047.0,3048.0,1,3,3048.4,3048.4
IH2603,45961.3965625,2025-10-31 09:31:03,3048.4,0.0,0.0,15498,0.0,0,3047.2,3047.8,1,1,3048.4,3048.4
IH2603,45961.3965625,2025-10-31 09:31:03,3047.0,4.0,3656400.0,15495,-3.0,2,3046.6,3047.8,2,1,3047.0,3047.0
IH2603,45961.396574074075,2025-10-31 09:31:04,3047.0,0.0,0.0,15495,0.0,0,3046.6,3047.2,2,2,3047.0,3047.0
IH2603,45961.396574074075,2025-10-31 09:31:04,3047.0,0.0,0.0,15495,0.0,0,3046.6,3047.6,2,2,3047.0,3047.0
IH2603,45961.396585648145,2025-10-31 09:31:05,3047.0,0.0,0.0,15495,0.0,0,3046.6,3047.4,2,1,3047.0,3047.0
IH2603,45961.396585648145,2025-10-31 09:31:05,3047.4,1.0,914220.0,15494,-1.0,1,3046.8,3047.6,1,1,3047.4,3047.4
IH2603,45961.39659722222,2025-10-31 09:31:06,3047.4,2.0,1828260.0,15494,0.0,1,3046.6,3047.8,2,1,3047.4,3047.4
IH2603,45961.3966087963,2025-10-31 09:31:07,3047.4,1.0,914220.0,15494,0.0,1,3046.6,3047.4,2,1,3047.4,3047.4
IH2603,45961.3966087963,2025-10-31 09:31:07,3047.4,1.0,914220.0,15494,0.0,1,3046.6,3047.6,2,1,3047.4,3047.4
IH2603,45961.39662037037,2025-10-31 09:31:08,3047.8,1.0,914340.0,15494,0.0,1,3046.6,3048.2,2,1,3047.8,3047.8
IH2603,45961.39662037037,2025-10-31 09:31:08,3047.8,0.0,0.0,15494,0.0,0,3046.8,3048.2,1,1,3047.8,3047.8
IH2603,45961.396631944444,2025-10-31 09:31:09,3047.8,0.0,0.0,15494,0.0,0,3047.0,3047.6,2,1,3047.8,3047.8
IH2603,45961.396631944444,2025-10-31 09:31:09,3046.8,3.0,2742420.0,15492,-2.0,2,3046.6,3048.0,2,4,3046.8,3046.8
IH2603,45961.39664351852,2025-10-31 09:31:10,3046.8,0.0,0.0,15492,0.0,0,3046.8,3048.0,1,4,3046.8,3046.8
IH2603,45961.39664351852,2025-10-31 09:31:10,3046.8,1.0,914040.0,15491,-1.0,2,3046.6,3048.0,2,4,3046.8,3046.8
IH2603,45961.39665509259,2025-10-31 09:31:11,3046.8,0.0,0.0,15491,0.0,0,3046.6,3047.6,2,1,3046.8,3046.8
IH2603,45961.39666666667,2025-10-31 09:31:12,3046.8,0.0,0.0,15491,0.0,0,3046.6,3047.8,2,2,3046.8,3046.8
IH2603,45961.39666666667,2025-10-31 09:31:12,3046.8,0.0,0.0,15491,0.0,0,3046.6,3047.6,2,3,3046.8,3046.8
IH2603,45961.396678240744,2025-10-31 09:31:13,3047.6,5.0,4571400.0,15489,-2.0,1,3046.6,3047.8,2,3,3047.6,3047.6
IH2603,45961.396678240744,2025-10-31 09:31:13,3047.8,2.0,1828680.0,15488,-1.0,1,3046.8,3047.8,5,1,3047.8,3047.8
IH2603,45961.396689814814,2025-10-31 09:31:14,3047.8,0.0,0.0,15488,0.0,0,3047.0,3047.8,2,2,3047.8,3047.8
IH2603,45961.396689814814,2025-10-31 09:31:14,3047.8,0.0,0.0,15488,0.0,0,3047.0,3047.6,1,1,3047.8,3047.8
IH2603,45961.39670138889,2025-10-31 09:31:15,3047.6,1.0,914280.0,15487,-1.0,1,3047.0,3047.8,1,1,3047.6,3047.6
IH2603,45961.39670138889,2025-10-31 09:31:15,3047.2,2.0,1828500.0,15486,-1.0,1,3047.2,3048.6,2,1,3047.2,3047.2
IH2603,45961.39671296296,2025-10-31 09:31:16,3047.2,0.0,0.0,15486,0.0,0,3047.4,3048.2,2,1,3047.2,3047.2
IH2603,45961.39671296296,2025-10-31 09:31:16,3047.4,2.0,1828440.0,15485,-1.0,2,3047.2,3048.6,1,1,3047.4,3047.4
IH2603,45961.39672453704,2025-10-31 09:31:17,3047.4,0.0,0.0,15485,0.0,0,3047.2,3048.2,1,1,3047.4,3047.4
IH2603,45961.39672453704,2025-10-31 09:31:17,3047.4,0.0,0.0,15485,0.0,0,3046.8,3048.2,3,2,3047.4,3047.4
IH2603,45961.39673611111,2025-10-31 09:31:18,3047.4,0.0,0.0,15485,0.0,0,3047.0,3048.2,1,2,3047.4,3047.4
IH2603,45961.39673611111,2025-10-31 09:31:18,3047.0,1.0,914100.0,15484,-1.0,2,3046.6,3048.0,2,1,3047.0,3047.0
IH2603,45961.39674768518,2025-10-31 09:31:19,3047.0,0.0,0.0,15484,0.0,0,3046.6,3047.6,2,1,3047.0,3047.0
IH2603,45961.39674768518,2025-10-31 09:31:19,3047.0,0.0,0.0,15484,0.0,0,3046.6,3047.4,2,1,3047.0,3047.0
IH2603,45961.39675925926,2025-10-31 09:31:20,3047.0,0.0,0.0,15484,0.0,0,3046.6,3047.2,2,2,3047.0,3047.0
IH2603,45961.39675925926,2025-10-31 09:31:20,3046.4,3.0,2741880.0,15484,0.0,2,3046.0,3047.0,7,1,3046.4,3046.4
IH2603,45961.39677083334,2025-10-31 09:31:21,3046.4,0.0,0.0,15484,0.0,0,3046.0,3046.8,7,1,3046.4,3046.4
IH2603,45961.39677083334,2025-10-31 09:31:21,3046.0,1.0,913800.0,15484,0.0,2,3046.0,3046.8,6,1,3046.0,3046.0
IH2603,45961.396782407406,2025-10-31 09:31:22,3046.0,1.0,913800.0,15483,-1.0,2,3046.0,3046.6,5,1,3046.0,3046.0
IH2603,45961.39679398148,2025-10-31 09:31:23,3046.8,2.0,1828020.0,15482,-1.0,1,3046.0,3047.0,5,1,3046.8,3046.8
IH2603,45961.39679398148,2025-10-31 09:31:23,3046.6,4.0,3655620.0,15484,2.0,1,3046.0,3047.2,4,1,3046.6,3046.6
IH2603,45961.39680555555,2025-10-31 09:31:24,3047.6,4.0,3656820.0,15482,-2.0,1,3046.0,3048.0,4,1,3047.6,3047.6
IH2603,45961.39680555555,2025-10-31 09:31:24,3047.6,0.0,0.0,15482,0.0,0,3046.2,3047.8,4,3,3047.6,3047.6
IH2603,45961.39681712963,2025-10-31 09:31:25,3047.6,0.0,0.0,15482,0.0,0,3046.6,3048.4,3,2,3047.6,3047.6
IH2603,45961.39681712963,2025-10-31 09:31:25,3047.6,0.0,0.0,15482,0.0,0,3046.8,3048.2,2,3,3047.6,3047.6
IH2603,45961.396828703706,2025-10-31 09:31:26,3048.2,1.0,914460.0,15482,0.0,1,3046.8,3047.8,2,1,3048.2,3048.2
IH2603,45961.396840277775,2025-10-31 09:31:27,3047.8,2.0,1828380.0,15480,-2.0,1,3046.8,3048.2,1,2,3047.8,3047.8
IH2603,45961.396840277775,2025-10-31 09:31:27,3047.0,1.0,914100.0,15480,0.0,1,3047.0,3049.0,5,2,3047.0,3047.0
IH2603,45961.39685185185,2025-10-31 09:31:28,3047.0,0.0,0.0,15480,0.0,0,3047.2,3048.6,1,1,3047.0,3047.0
IH2603,45961.39685185185,2025-10-31 09:31:28,3047.0,0.0,0.0,15480,0.0,0,3047.4,3048.4,2,1,3047.0,3047.0
IH2603,45961.39686342593,2025-10-31 09:31:29,3047.0,0.0,0.0,15480,0.0,0,3047.6,3048.4,1,1,3047.0,3047.0
IH2603,45961.396875,2025-10-31 09:31:30,3047.6,1.0,914280.0,15479,-1.0,2,3047.2,3048.4,1,1,3047.6,3047.6
IH2603,45961.396875,2025-10-31 09:31:30,3047.6,0.0,0.0,15479,0.0,0,3047.0,3048.4,5,1,3047.6,3047.6
IH2603,45961.396886574075,2025-10-31 09:31:31,3047.2,1.0,914160.0,15479,0.0,1,3047.4,3048.4,3,1,3047.2,3047.2
IH2603,45961.396886574075,2025-10-31 09:31:31,3048.2,1.0,914460.0,15479,0.0,1,3047.2,3048.4,2,1,3048.2,3048.2
IH2603,45961.396898148145,2025-10-31 09:31:32,3048.2,0.0,0.0,15479,0.0,0,3047.2,3048.2,1,2,3048.2,3048.2
IH2603,45961.396898148145,2025-10-31 09:31:32,3048.2,0.0,0.0,15479,0.0,0,3046.6,3048.2,3,2,3048.2,3048.2
IH2603,45961.39690972222,2025-10-31 09:31:33,3048.2,0.0,0.0,15479,0.0,0,3046.8,3048.2,1,3,3048.2,3048.2
IH2603,45961.39690972222,2025-10-31 09:31:33,3048.2,0.0,0.0,15479,0.0,0,3046.6,3048.2,3,3,3048.2,3048.2
IH2603,45961.3969212963,2025-10-31 09:31:34,3048.2,0.0,0.0,15479,0.0,0,3046.6,3048.0,3,2,3048.2,3048.2
IH2603,45961.3969212963,2025-10-31 09:31:34,3046.8,1.0,914040.0,15478,-1.0,1,3046.6,3047.8,3,3,3046.8,3046.8
IH2603,45961.39693287037,2025-10-31 09:31:35,3046.8,0.0,0.0,15478,0.0,0,3046.6,3047.8,3,4,3046.8,3046.8
IH2603,45961.39693287037,2025-10-31 09:31:35,3046.8,0.0,0.0,15478,0.0,0,3046.4,3047.8,1,4,3046.8,3046.8
IH2603,45961.396944444445,2025-10-31 09:31:36,3046.8,0.0,0.0,15478,0.0,0,3046.6,3047.8,1,4,3046.8,3046.8
IH2603,45961.39696759259,2025-10-31 09:31:38,3046.8,0.0,0.0,15478,0.0,0,3046.6,3047.6,1,1,3046.8,3046.8
IH2603,45961.39696759259,2025-10-31 09:31:38,3046.8,0.0,0.0,15478,0.0,0,3046.0,3047.4,4,3,3046.8,3046.8
IH2603,45961.39697916667,2025-10-31 09:31:39,3046.8,0.0,0.0,15478,0.0,0,3046.0,3047.4,4,6,3046.8,3046.8
IH2603,45961.39697916667,2025-10-31 09:31:39,3046.8,0.0,0.0,15478,0.0,0,3046.0,3047.2,4,1,3046.8,3046.8
IH2603,45961.39699074074,2025-10-31 09:31:40,3046.8,0.0,0.0,15478,0.0,0,3046.0,3047.0,4,2,3046.8,3046.8
IH2603,45961.39699074074,2025-10-31 09:31:40,3046.8,0.0,0.0,15478,0.0,0,3046.0,3047.0,5,3,3046.8,3046.8
IH2603,45961.397002314814,2025-10-31 09:31:41,3046.8,1.0,914040.0,15478,0.0,1,3046.0,3047.0,5,3,3046.8,3046.8
IH2603,45961.39701388889,2025-10-31 09:31:42,3046.8,0.0,0.0,15478,0.0,0,3046.0,3046.8,5,1,3046.8,3046.8
IH2603,45961.39701388889,2025-10-31 09:31:42,3046.8,1.0,914040.0,15478,0.0,1,3046.2,3046.8,1,3,3046.8,3046.8
IH2603,45961.39702546296,2025-10-31 09:31:43,3046.2,1.0,913860.0,15478,0.0,2,3046.0,3046.8,5,3,3046.2,3046.2
IH2603,45961.39702546296,2025-10-31 09:31:43,3046.0,3.0,2741400.0,15478,0.0,2,3046.0,3046.6,2,1,3046.0,3046.0
IH2603,45961.39703703704,2025-10-31 09:31:44,3045.0,3.0,2741100.0,15478,0.0,2,3045.0,3046.0,4,2,3045.0,3045.0
IH2603,45961.39703703704,2025-10-31 09:31:44,3046.0,3.0,2741400.0,15475,-3.0,1,3045.2,3046.0,1,1,3046.0,3046.0
IH2603,45961.397048611114,2025-10-31 09:31:45,3046.0,0.0,0.0,15475,0.0,0,3045.4,3046.0,1,1,3046.0,3046.0
IH2603,45961.397048611114,2025-10-31 09:31:45,3046.0,1.0,913800.0,15474,-1.0,1,3045.6,3046.2,1,1,3046.0,3046.0
IH2603,45961.39706018518,2025-10-31 09:31:46,3046.2,1.0,913860.0,15473,-1.0,1,3045.8,3046.4,1,2,3046.2,3046.2
IH2603,45961.39706018518,2025-10-31 09:31:46,3046.4,2.0,1827840.0,15472,-1.0,1,3045.8,3046.6,1,1,3046.4,3046.4
