合约代码,时间数,时间,最新,成交量,成交额,持仓,增仓,买卖标识,买一价,卖一价,买一量,卖一量,最高价,最低价
IH2512,45961.396458333336,2025-10-31 09:30:54,3045.6,4.0,3654660.0,66256,-4.0,1,3045.4,3045.8,4,3,3045.6,3045.6
IH2512,45961.396469907406,2025-10-31 09:30:55,3045.8,5.0,4568280.0,66251,-5.0,1,3045.4,3045.8,1,1,3045.8,3045.8
IH2512,45961.396469907406,2025-10-31 09:30:55,3045.6,1.0,913680.0,66251,0.0,1,3045.4,3045.8,2,3,3045.6,3045.6
IH2512,45961.39648148148,2025-10-31 09:30:56,3045.2,4.0,3654360.0,66247,-4.0,2,3045.0,3045.2,10,2,3045.2,3045.2
IH2512,45961.39648148148,2025-10-31 09:30:56,3045.0,8.0,7308120.0,66243,-4.0,2,3045.0,3045.4,4,1,3045.0,3045.0
IH2512,45961.39649305555,2025-10-31 09:30:57,3045.0,3.0,2740560.0,66242,-1.0,2,3045.0,3045.2,2,1,3045.0,3045.0
IH2512,45961.39649305555,2025-10-31 09:30:57,3044.8,5.0,4567440.0,66240,-2.0,2,3044.8,3045.2,3,2,3044.8,3044.8
IH2512,45961.39650462963,2025-10-31 09:30:58,3044.8,3.0,2740320.0,66239,-1.0,2,3044.8,3045.2,3,2,3044.8,3044.8
IH2512,45961.39650462963,2025-10-31 09:30:58,3045.0,3.0,2740440.0,66237,-2.0,1,3044.8,3045.2,3,1,3045.0,3045.0
IH2512,45961.396516203706,2025-10-31 09:30:59,3045.2,2.0,1827120.0,66236,-1.0,1,3045.2,3045.4,2,1,3045.2,3045.2
IH2512,45961.396516203706,2025-10-31 09:30:59,3045.2,4.0,3654420.0,66233,-3.0,2,3045.4,3045.6,2,6,3045.2,3045.2
IH2512,45961.396527777775,2025-10-31 09:31:00,3045.4,10.0,9136620.0,66223,-10.0,2,3045.2,3045.4,3,2,3045.4,3045.4
IH2512,45961.396527777775,2025-10-31 09:31:00,3045.4,11.0,10049580.0,66214,-9.0,1,3045.2,3045.8,3,2,3045.4,3045.4
IH2512,45961.39653935185,2025-10-31 09:31:01,3045.4,4.0,3654300.0,66212,-2.0,1,3045.2,3045.4,1,3,3045.4,3045.4
IH2512,45961.39653935185,2025-10-31 09:31:01,3045.2,9.0,8222220.0,66206,-6.0,2,3045.2,3045.6,2,3,3045.2,3045.2
IH2512,45961.39655092593,2025-10-31 09:31:02,3045.2,6.0,5481780.0,66201,-5.0,2,3045.0,3045.2,3,3,3045.2,3045.2
IH2512,45961.39655092593,2025-10-31 09:31:02,3045.0,11.0,10049220.0,66191,-10.0,2,3045.0,3045.2,4,3,3045.0,3045.0
IH2512,45961.3965625,2025-10-31 09:31:03,3045.0,10.0,9135240.0,66184,-7.0,2,3044.8,3045.2,2,3,3045.0,3045.0
IH2512,45961.3965625,2025-10-31 09:31:03,3044.8,11.0,10047540.0,66175,-9.0,2,3044.2,3045.2,1,8,3044.8,3044.8
IH2512,45961.396574074075,2025-10-31 09:31:04,3044.8,2.0,1826760.0,66173,-2.0,1,3044.4,3045.0,1,5,3044.8,3044.8
IH2512,45961.396574074075,2025-10-31 09:31:04,3044.8,0.0,0.0,66173,0.0,0,3044.4,3044.8,2,1,3044.8,3044.8
IH2512,45961.396585648145,2025-10-31 09:31:05,3045.0,3.0,2740380.0,66172,-1.0,1,3044.8,3045.0,2,5,3045.0,3045.0
IH2512,45961.396585648145,2025-10-31 09:31:05,3044.8,13.0,11875260.0,66167,-5.0,2,3044.4,3044.8,1,2,3044.8,3044.8
IH2512,45961.39659722222,2025-10-31 09:31:06,3045.0,5.0,4567260.0,66164,-3.0,1,3045.0,3045.2,1,6,3045.0,3045.0
IH2512,45961.39659722222,2025-10-31 09:31:06,3045.0,4.0,3653820.0,66161,-3.0,2,3044.8,3045.0,1,4,3045.0,3045.0
IH2512,45961.3966087963,2025-10-31 09:31:07,3044.8,1.0,913440.0,66161,0.0,2,3044.4,3044.8,2,1,3044.8,3044.8
IH2512,45961.3966087963,2025-10-31 09:31:07,3045.0,6.0,5480400.0,66158,-3.0,1,3044.8,3045.2,1,7,3045.0,3045.0
IH2512,45961.39662037037,2025-10-31 09:31:08,3044.6,3.0,2740260.0,66156,-2.0,2,3044.6,3045.2,1,7,3044.6,3044.6
IH2512,45961.39662037037,2025-10-31 09:31:08,3044.6,0.0,0.0,66156,0.0,0,3044.8,3045.0,1,5,3044.6,3044.6
IH2512,45961.396631944444,2025-10-31 09:31:09,3045.2,8.0,7308000.0,66148,-8.0,1,3044.6,3044.8,3,1,3045.2,3045.2
IH2512,45961.396631944444,2025-10-31 09:31:09,3044.8,2.0,1826880.0,66146,-2.0,1,3045.0,3045.2,1,6,3044.8,3044.8
IH2512,45961.39664351852,2025-10-31 09:31:10,3045.0,5.0,4567560.0,66142,-4.0,2,3044.6,3045.0,3,1,3045.0,3045.0
IH2512,45961.39664351852,2025-10-31 09:31:10,3045.0,2.0,1826940.0,66140,-2.0,1,3044.6,3044.8,5,4,3045.0,3045.0
IH2512,45961.39665509259,2025-10-31 09:31:11,3044.8,1.0,913440.0,66140,0.0,1,3044.6,3044.8,4,4,3044.8,3044.8
IH2512,45961.39665509259,2025-10-31 09:31:11,3044.8,4.0,3653760.0,66138,-2.0,1,3044.8,3045.0,2,2,3044.8,3044.8
IH2512,45961.39666666667,2025-10-31 09:31:12,3044.8,2.0,1826880.0,66136,-2.0,2,3044.6,3045.0,8,6,3044.8,3044.8
IH2512,45961.39666666667,2025-10-31 09:31:12,3044.8,2.0,1826880.0,66135,-1.0,1,3044.8,3045.0,1,6,3044.8,3044.8
IH2512,45961.396678240744,2025-10-31 09:31:13,3044.8,15.0,13702560.0,66124,-11.0,2,3045.0,3045.2,1,2,3044.8,3044.8
IH2512,45961.396678240744,2025-10-31 09:31:13,3045.2,4.0,3654240.0,66121,-3.0,1,3045.4,3045.6,1,1,3045.2,3045.2
IH2512,45961.396689814814,2025-10-31 09:31:14,3045.0,2.0,1827120.0,66119,-2.0,2,3045.0,3045.2,2,1,3045.0,3045.0
IH2512,45961.396689814814,2025-10-31 09:31:14,3045.0,8.0,7308480.0,66111,-8.0,2,3045.0,3045.6,1,1,3045.0,3045.0
IH2512,45961.39670138889,2025-10-31 09:31:15,3045.0,0.0,0.0,66111,0.0,0,3045.2,3045.4,2,4,3045.0,3045.0
IH2512,45961.39670138889,2025-10-31 09:31:15,3045.4,11.0,10050000.0,66103,-8.0,1,3045.2,3045.4,3,4,3045.4,3045.4
IH2512,45961.39671296296,2025-10-31 09:31:16,3045.4,6.0,5481660.0,66098,-5.0,1,3045.4,3045.8,1,1,3045.4,3045.4
IH2512,45961.39671296296,2025-10-31 09:31:16,3045.0,10.0,9135900.0,66095,-3.0,2,3045.0,3045.8,2,2,3045.0,3045.0
IH2512,45961.39672453704,2025-10-31 09:31:17,3045.0,1.0,913500.0,66094,-1.0,2,3045.0,3045.6,1,3,3045.0,3045.0
IH2512,45961.39672453704,2025-10-31 09:31:17,3045.0,2.0,1827000.0,66093,-1.0,2,3044.6,3045.0,12,1,3045.0,3045.0
IH2512,45961.39673611111,2025-10-31 09:31:18,3044.8,8.0,7307940.0,66092,-1.0,1,3044.8,3045.4,1,1,3044.8,3044.8
IH2512,45961.39673611111,2025-10-31 09:31:18,3044.8,3.0,2740320.0,66093,1.0,2,3044.8,3045.2,2,4,3044.8,3044.8
IH2512,45961.39674768518,2025-10-31 09:31:19,3044.8,2.0,1826880.0,66092,-1.0,2,3044.6,3044.8,12,1,3044.8,3044.8
IH2512,45961.39674768518,2025-10-31 09:31:19,3044.6,20.0,18267120.0,66081,-11.0,2,3044.0,3044.6,13,2,3044.6,3044.6
IH2512,45961.39675925926,2025-10-31 09:31:20,3044.4,4.0,3652920.0,66079,-2.0,1,3044.0,3044.4,10,2,3044.4,3044.4
IH2512,45961.39675925926,2025-10-31 09:31:20,3044.2,16.0,14611380.0,66067,-12.0,1,3044.0,3044.4,1,1,3044.2,3044.2
IH2512,45961.39677083334,2025-10-31 09:31:21,3043.6,8.0,7305120.0,66061,-6.0,2,3043.6,3044.2,6,1,3043.6,3043.6
IH2512,45961.39677083334,2025-10-31 09:31:21,3043.6,6.0,5479020.0,66057,-4.0,2,3043.6,3044.2,5,8,3043.6,3043.6
IH2512,45961.396782407406,2025-10-31 09:31:22,3043.6,1.0,913080.0,66057,0.0,2,3043.6,3044.0,4,2,3043.6,3043.6
IH2512,45961.396782407406,2025-10-31 09:31:22,3044.0,3.0,2739480.0,66054,-3.0,1,3043.6,3044.0,5,3,3044.0,3044.0
IH2512,45961.39679398148,2025-10-31 09:31:23,3043.6,20.0,18263400.0,66040,-14.0,2,3043.4,3043.6,3,1,3043.6,3043.6
IH2512,45961.39679398148,2025-10-31 09:31:23,3043.6,6.0,5478480.0,66034,-6.0,1,3043.8,3044.6,1,4,3043.6,3043.6
IH2512,45961.39680555555,2025-10-31 09:31:24,3044.6,7.0,6393660.0,66028,-6.0,1,3044.2,3044.6,1,1,3044.6,3044.6
IH2512,45961.39680555555,2025-10-31 09:31:24,3044.6,12.0,10961160.0,66017,-11.0,1,3044.4,3045.2,6,1,3044.6,3044.6
IH2512,45961.39681712963,2025-10-31 09:31:25,3044.8,4.0,3653940.0,66013,-4.0,1,3044.6,3045.0,2,1,3044.8,3044.8
IH2512,45961.39681712963,2025-10-31 09:31:25,3045.0,1.0,913500.0,66012,-1.0,1,3044.8,3045.4,2,1,3045.0,3045.0
IH2512,45961.396828703706,2025-10-31 09:31:26,3045.0,2.0,1827000.0,66013,1.0,1,3045.0,3045.2,1,7,3045.0,3045.0
IH2512,45961.396828703706,2025-10-31 09:31:26,3045.2,4.0,3654000.0,66011,-2.0,1,3045.0,3045.2,6,5,3045.2,3045.2
IH2512,45961.396840277775,2025-10-31 09:31:27,3045.0,8.0,7308420.0,66005,-6.0,2,3045.4,3045.6,1,1,3045.0,3045.0
IH2512,45961.396840277775,2025-10-31 09:31:27,3045.4,6.0,5481780.0,66000,-5.0,2,3045.0,3045.4,4,1,3045.4,3045.4
IH2512,45961.39685185185,2025-10-31 09:31:28,3045.4,4.0,3654480.0,65996,-4.0,1,3045.4,3045.8,2,1,3045.4,3045.4
IH2512,45961.39685185185,2025-10-31 09:31:28,3045.4,5.0,4568400.0,65991,-5.0,2,3045.6,3046.0,1,5,3045.4,3045.4
IH2512,45961.39686342593,2025-10-31 09:31:29,3045.8,5.0,4568460.0,65987,-4.0,1,3045.4,3045.8,2,3,3045.8,3045.8
IH2512,45961.39686342593,2025-10-31 09:31:29,3045.4,1.0,913620.0,65987,0.0,2,3045.4,3045.6,1,1,3045.4,3045.4
IH2512,45961.396875,2025-10-31 09:31:30,3045.4,2.0,1827240.0,65986,-1.0,2,3045.2,3045.8,3,2,3045.4,3045.4
IH2512,45961.396875,2025-10-31 09:31:30,3045.6,2.0,1827300.0,65986,0.0,1,3045.6,3045.8,3,2,3045.6,3045.6
IH2512,45961.396886574075,2025-10-31 09:31:31,3045.6,6.0,5482080.0,65987,1.0,2,3045.2,3045.8,4,2,3045.6,3045.6
IH2512,45961.396886574075,2025-10-31 09:31:31,3045.6,1.0,913680.0,65986,-1.0,1,3045.2,3045.6,2,2,3045.6,3045.6
